"ID","validFrom","validTo","longitude","latitude","name","description","image","number","orderBy","isKidFriendly","isElderlyFriendly","isStrollerFriendly","hasVisited","hasToilet","hasFood","myAdjacentStamp","targetForAdjacentStamp","Stampings","groupFilterStampings","groupSize","totalGroupStampings","stampedUserIds","stampedUsers"
"351616bb-5b57-421b-9c5e-2f01627c548b","1970-01-01T00:00:01.000Z","2037-12-31T23:00:01.000Z","10.668260000000032","51.83215","Gasthaus Plessenburg","Gasthaus Plessenburg ~ this will come later: make a get request",,"7","007",,,,,,,,,,,,,,
"aa1c96b6-9746-42c9-a6ce-8b29e6122ff8","1970-01-01T00:00:01.000Z","2037-12-31T23:00:01.000Z","10.627920000000017","51.81937","Stempelsbuche","Stempelsbuche ~ this will come later: make a get request",,"8","008",,,,,,,,,,,,,,
"bebf5cd4-e427-4297-a490-0730968690c2","1970-01-01T00:00:01.000Z","2037-12-31T23:00:01.000Z","10.615779999999972","51.80054","Brockenhaus","Brockenhaus ~ this will come later: make a get request",,"9","009",,,,,,,,,,,,,,
"793cc8d8-a2f1-4c88-bd4b-8fda9a7b76c4","1970-01-01T00:00:01.000Z","2037-12-31T23:00:01.000Z","10.643350000000055","51.80264","Große Zeterklippe","Große Zeterklippe ~ this will come later: make a get request",,"10","010",,,,,,,,,,,,,,
"cae55308-f7dc-4299-a94b-f663fd7cbfa2","1970-01-01T00:00:01.000Z","2037-12-31T23:00:01.000Z","10.617920000000026","51.78499","Eckerloch","Eckerloch ~ this will come later: make a get request",,"11","011",,,,,,,,,,,,,,
"a08ce1e4-1d3f-4806-92f0-cb5303413938","1970-01-01T00:00:01.000Z","2037-12-31T23:00:01.000Z","10.569129999999973","51.76145","Achtermannshöhe","Achtermannshöhe ~ this will come later: make a get request",,"12","012",,,,,,,,,,,,,,
"e2906e06-71f8-434b-a494-e8e2528d0009","1970-01-01T00:00:01.000Z","2037-12-31T23:00:01.000Z","10.667190000000005","51.77356","Ahrensklint","Ahrensklint ~ this will come later: make a get request",,"13","013",,,,,,,,,,,,,,
"1a8540d8-ec99-421d-8ea8-4bbc214a6701","1970-01-01T00:00:01.000Z","2037-12-31T23:00:01.000Z","10.665650000000028","51.75445","Schnarcherklippe (Schutzhütte)","Schnarcherklippe (Schutzhütte) ~ this will come later: make a get request",,"14","014",,,,,,,,,,,,,,
"a973e75e-4a7a-4609-8412-db8aac4b7278","1970-01-01T00:00:01.000Z","2037-12-31T23:00:01.000Z","10.696559999999977","51.77218","Trudenstein","Trudenstein ~ this will come later: make a get request",,"17","017",,,,,,,,,,,,,,
"9ce27682-c2d6-43f7-b8d2-0d0e68341c5d","1970-01-01T00:00:01.000Z","2037-12-31T23:00:01.000Z","10.57298000000003","51.82037","Skidenkmal (Nähe Eckerstausee)","Skidenkmal (Nähe Eckerstausee) ~ this will come later: make a get request",,"19","019",,,,,,,,,,,,,,
"51c29248-45d8-4931-995e-4314e035537e","1970-01-01T00:00:01.000Z","2037-12-31T23:00:01.000Z","10.68091000000004","51.75407","Helenenruh Elend","Helenenruh Elend ~ this will come later: make a get request",,"21","021",,,,,,,,,,,,,,
"3c60c9ae-25be-4b1f-a87e-3ddb192b0d0e","1970-01-01T00:00:01.000Z","2037-12-31T23:00:01.000Z","10.726969999999937","51.80824","Wasserkunst Thumkuhlental","Wasserkunst Thumkuhlental ~ this will come later: make a get request",,"85","085",,,,,,,,,,,,,,
"5e09d9db-006e-466f-9425-ba0c61cf44f6","1970-01-01T00:00:01.000Z","2037-12-31T23:00:01.000Z","10.651679999999942","51.61714","Roter Schuss","Roter Schuss ~ this will come later: make a get request",,"90","090",,,,,,,,,,,,,,
"69261e36-1a0a-480d-9d2b-5692c86530b1","1970-01-01T00:00:01.000Z","2037-12-31T23:00:01.000Z","10.67052000000001","51.81947","Wolfsklippe","Wolfsklippe ~ this will come later: make a get request",,"24","024",,,,,,,,,,,,,,
"cc7e6e51-93c4-437e-9b6b-ec83b546cfcc","1970-01-01T00:00:01.000Z","2037-12-31T23:00:01.000Z","10.657789999999977","51.80771","Molkenhausstern","Molkenhausstern ~ this will come later: make a get request",,"23","023",,,,,,,,,,,,,,
"296ab803-6256-432c-8a16-9ee963777a12","1970-01-01T00:00:01.000Z","2037-12-31T23:00:01.000Z","10.644810000000007","51.79102","Gelber Brink","Gelber Brink ~ this will come later: make a get request",,"22","022",,,,,,,,,,,,,,
"4cb30fc5-9c0d-4e5e-adf9-4061d96f1aee","1970-01-01T00:00:01.000Z","2037-12-31T23:00:01.000Z","10.675050000000056","51.75032","Barenberg (Aussichtspunkt)","Barenberg (Aussichtspunkt) ~ this will come later: make a get request",,"20","020",,,,,,,,,,,,,,
